ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Avg_rating,Num_rating,Genres
2290045764,Extension Du Domain De La Lutte,Michel Houellebecq,2002,European Book Co,7.857142857142857,7,['Non-Fiction']
0451180232,Nightmares &amp; Dreamscapes,Stephen King,2004,Signet Book,8.243243243243244,37,"['Horror', 'Fantasy']"
0517693119,More Than Complete Hitchhiker's Guide,Douglas Adams,1990,Bonanza Books,9.4,15,"['Sci-Fi', 'Comedy']"
0399145702,The Cat Who Robbed a Bank (Cat Who... (Hardcover)),Lilian Jackson Braun,2000,Putnam Publishing Group,7.625,8,['Mystery']
0451137965,Thinner,Stephen King,1985,New Amer Library,7.857142857142857,28,['Horror']
0553266578,The Unwanted,John Saul,1987,Bantam Books,7.333333333333333,9,['Horror']
0449219550,Longshot,Dick Francis,1994,Fawcett Books,7.142857142857143,7,['Thriller']
0425128164,The Voice of the Night,Dean R. Koontz,1996,Berkley Publishing Group,7.0,27,['Thriller']
0425107469,Watchers,Dean R. Koontz,1996,Berkley Publishing Group,8.325,40,"['Thriller', 'Sci-Fi']"
0451162145,Koko,Peter Straub,1995,Signet Book,7.0,7,['Horror']
042510687X,Outbreak,Robin Cook,1991,Berkley Publishing Group,7.444444444444445,18,['Thriller']
0553262645,Nathaniel,John Saul,1984,Bantam Books,7.75,8,['Horror']
0553573616,My Point...And I Do Have One,ELLEN DEGENERES,1996,Bantam,7.411764705882353,17,"['Non-Fiction', 'Biography']"
0515129941,The Cat Who Robbed a Bank (Cat Who... (Paperback)),Lilian Jackson Braun,2001,Jove Books,6.75,12,['Mystery']
0671002031,Temptation,Jude Deveraux,2000,Atria,7.75,8,['Romance']
0786014245,She Loves Me Not,Wendy Corsi Staub,2003,Pinnacle Books,6.857142857142857,7,"['Romance', 'Thriller']"
0142000221,Cause Celeb,Helen Fielding,2002,Penguin Books,7.428571428571429,7,['Romance']
0812551478,"Blood of the Fold (Sword of Truth, Book 3)",Terry Goodkind,1997,Tor Fantasy,8.8,15,"['Fantasy', 'Adventure']"
0765346524,Wizard's First Rule (Sword Of Truth),Terry Goodkind,2003,Tor Books,9.0,3,"['Fantasy', 'Adventure']"
055357339X,"Assassin's Apprentice (The Farseer Trilogy, Book 1)",ROBIN HOBB,1996,Bantam,8.25,8,"['Fantasy', 'Adventure']"
0553209671,Sophies Choice,William Styron,1982,Bantam Doubleday Dell,8.714285714285714,7,['Historical']
0440204208,Blood Shot (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1989,Dell,7.0,13,"['Mystery', 'Thriller']"
0006547834,Miss Smillas Feeling for Snow,Peter Hoeg,0,Flamingo,8.333333333333334,6,"['Mystery', 'Thriller']"
0345410017,Fahrenheit 451,RAY BRADBURY,1996,Ballantine Books,8.625,8,"['Sci-Fi', 'Dystopian']"
8423309177,Entre visillos,Gaite Carmen Martin,1958,Destino,6.25,4,['Non-Fiction']
0553274325,Johnny Got His Gun,Dalton Trumbo,1983,Bantam Books,9.3125,16,['Historical']
8420634093,El guardiÃ¡n entre el centeno,J. D. Salinger,1978,Alianza Editorial,6.833333333333333,6,"['Historical', 'Young Adult']"
0786861347,Don't Stand Too Close to a Naked Man,Tim Allen,1994,Hyperion Books,7.3,10,"['Non-Fiction', 'Biography']"
0425105334,The Talisman,Stephen King,1991,Berkley Publishing Group,8.4,20,"['Fantasy', 'Horror']"
0553580191,Seize the Night,DEAN KOONTZ,1999,Bantam,7.785714285714286,28,"['Horror', 'Thriller']"
0440442508,Johnny Tremain (Yearling Newbery),Esther Forbes,1987,Yearling Books,7.0,6,"['Historical', 'Young Adult']"
0064400859,Dragonwings : Golden Mountain Chronicles: 1903 (Golden Mountain Chronicles),Laurence Yep,1977,HarperTrophy,7.571428571428571,7,"['Historical', 'Young Adult']"
0064400565,Stuart Little,E. B. White,1974,HarperTrophy,8.666666666666666,12,"['Fantasy', 'Adventure']"
0439049962,Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space,Dav Pilkey,1999,Scholastic,6.5,10,"['Fantasy', 'Adventure']"
0590846280,The Adventures of Captain Underpants: An Epic Novel (Captain Underpants),Dav Pilkey,1997,Little Apple,7.222222222222222,9,"['Fantasy', 'Adventure']"
0375758232,Paris to the Moon,Adam Gopnik,2001,Random House Trade,6.727272727272728,11,['Non-Fiction']
0451172817,Needful Things,Stephen King,2004,Signet Book,8.037037037037036,54,['Horror']
0671886665,A Cry In The Night,Mary Higgins Clark,1993,Pocket,7.833333333333333,18,"['Mystery', 'Thriller']"
0440487617,A Wind in the Door,Madeleine L'Engle,1974,Yearling Books,8.434782608695652,23,"['Fantasy', 'Young Adult']"
0767915062,Bill Bryson's African Diary,BILL BRYSON,2002,Broadway,8.1,10,['Non-Fiction']
1583224890,9-11,Noam Chomsky,2001,Seven Stories Press,7.866666666666666,15,['Non-Fiction']
074322423X,Self Matters : Creating Your Life from the Inside Out,Phillip C. McGraw,2001,Free Press,7.9,10,['Non-Fiction']
0312981589,Robert Ludlum's The Cassandra Compact (A Covert-One Novel),Robert Ludlum,2002,St. Martin's Paperbacks,7.833333333333333,6,['Thriller']
051513595X,The Arraignment,Steve Martini,2003,Jove Pubns,6.285714285714286,7,"['Mystery', 'Thriller']"
044021680X,Gai-Jin: A Novel of Japan,James Clavell,1994,Dell Publishing Company,6.0,5,['Historical']
0440120500,The Dirty Duck,Martha Grimes,1990,Dell Publishing Company,7.375,8,['Mystery']
0743211375,From a Buick 8 : A Novel,Stephen King,2002,Scribner,7.513513513513513,37,"['Horror', 'Sci-Fi']"
0446606251,Snow in August,Pete Hamill,1998,Warner Books,7.555555555555555,9,['Historical']
0446515078,Scarlett: The Sequel to Margaret Mitchell's Gone With the Wind,Alexandra Ripley,1991,Warner Books Inc,7.0,20,"['Historical', 'Romance']"
0446300152,Fit for Life,Harvey Diamond,1987,Warner Books,6.9,10,['Non-Fiction']
0671720147,The Vor Game,Lois McMaster Bujold,1990,Baen,9.2,10,"['Sci-Fi', 'Adventure']"
0060511508,The Further Observations of Lady Whistledown,Julia Quinn,2003,Avon,7.6,10,"['Romance', 'Historical']"
067943853X,Of Love And Other Demons,GABRIEL GARCIA MARQUEZ,1995,Knopf,8.222222222222221,9,"['Fantasy', 'Romance']"
0425130711,Cold Fire,Dean R. Koontz,1996,Berkley Publishing Group,7.333333333333333,21,"['Horror', 'Thriller']"
0385317093,Granny Dan,DANIELLE STEEL,1999,Delacorte Press,8.5,10,"['Romance', 'Historical']"
0451168089,'Salem's Lot,Stephen King,1990,Signet Book,8.11111111111111,9,['Horror']
080411868X,"Welcome to the World, Baby Girl!",Fannie Flagg,1999,Ballantine Books,7.714285714285714,35,"['Historical', 'Romance']"
0439420105,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2002,Scholastic,9.285714285714286,7,"['Fantasy', 'Young Adult', 'Adventure']"
0812511751,The Elvenbane (Halfblood Chronicles),Andre Norton,1993,Tor Books,7.777777777777778,9,"['Fantasy', 'Adventure']"
0345418263,The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure (Ballantine Reader's Circle),William Goldman,2003,Ballantine Books,8.875,8,"['Fantasy', 'Romance', 'Adventure']"
0671876821,Chicks in Chainmail,Esther Friesner,1995,Baen,7.9,10,"['Fantasy', 'Adventure']"
067172262X,Hamlet,William Shakespeare,1992,Washington Square Press,9.052631578947368,19,['Historical']
055314300X,Bourne Identity,Robert Ludlum,1966,Bantam Doubleday Dell,7.444444444444445,9,"['Thriller', 'Adventure']"
042518045X,Unraveled Sleeve (Needlecraft Mysteries),Monica Ferris,2001,Berkley Publishing Group,7.636363636363637,11,['Mystery']
0425145638,Fatal Cure,Robin Cook,1997,Berkley Publishing Group,7.5,12,['Thriller']
140003065X,A Fine Balance,Rohinton Mistry,2001,Vintage Books USA,8.038461538461538,26,['Historical']
0553260960,"The Mammoth Hunters (Auel, Jean M. , Earth's Children.)",Jean M. Auel,1986,Bantam Books,7.666666666666667,15,"['Historical', 'Adventure']"
0553801376,One Door Away from Heaven,Dean R. Koontz,2001,Bantam Books,8.11111111111111,18,"['Horror', 'Thriller']"
0671733893,"Q-In-Law (Star Trek The Next Generation, No 18)",Peter David,1991,Star Trek,8.5,10,"['Sci-Fi', 'Adventure']"
0807508527,"The Boxcar Children (Boxcar Children, No 1)",Gertrude Chandler Warner,1989,Albert Whitman &amp; Company,7.6,10,"['Mystery', 'Young Adult']"
037582233X,Stargirl,JERRY SPINELLI,2002,Knopf Books for Young Readers,8.444444444444445,18,"['Young Adult', 'Fantasy']"
0671028383,Grave Secrets,Kathy Reichs,2003,Pocket Star,7.3125,16,"['Thriller', 'Mystery']"
0671011367,Deja Dead,Kathy Reichs,1998,Pocket,7.258064516129032,31,"['Mystery', 'Thriller']"
0671034057,Now You See Her,Linda Howard,1999,Pocket Books,7.333333333333333,15,"['Romance', 'Thriller']"
0671568841,All the Queen's Men,Linda Howard,2000,Pocket Star,7.636363636363637,11,"['Romance', 'Adventure']"
0671027573,Mr. Perfect,Linda Howard,2001,Pocket Star,7.961538461538462,26,['Romance']
0553569910,The Ugly Duckling,Iris Johansen,1997,Bantam Books,7.733333333333333,30,['Romance']
0553578685,The Third Victim,LISA GARDNER,2001,Bantam,8.058823529411764,17,"['Mystery', 'Thriller']"
0743418204,In Her Shoes : A Novel,Jennifer Weiner,2003,Washington Square Press,7.952380952380952,42,['Romance']
0553574639,The Main Corpse (Culinary Mysteries (Paperback)),Diane Mott Davidson,1997,Bantam Books,8.294117647058824,17,['Mystery']
0060512822,The Poisonwood Bible,Barbara Kingsolver,2003,HarperTorch,8.45,20,['Historical']
006097673X,Autobiography of a Face,Lucy Grealy,1995,Perennial,8.75,8,"['Biography', 'Non-Fiction']"
0786866845,Ice Bound: A Doctor's Incredible Battle for Survival at the South Pole,Dr. Jerri Nielsen,2001,Miramax,8.705882352941176,17,"['Non-Fiction', 'Biography']"
037570745X,In the Fall (Vintage Contemporaries (Paperback)),Jeffrey Lent,2001,Vintage Books USA,7.75,4,['Historical']
0312989393,Queen Bee of Mimosa Branch,Haywood Smith,2003,St. Martin's Paperbacks,7.545454545454546,11,['Romance']
0836218310,Far Side Gallery 3 Paperback,Gary Larson,1988,Andrews McMeel Publishing,8.5,10,"['Non-Fiction', 'Humor']"
0552146986,Inconceivable,Ben Elton,2000,Bantam Doubleday Dell,8.4,5,"['Non-Fiction', 'Humor']"
0440501601,"Do What You Love, The Money Will Follow : Discovering Your Right Livelihood",MARSHA SINETAR,1989,Dell,7.3,10,"['Non-Fiction', 'Self-Help']"
0060391626,I Know This Much Is True (Oprah's Book Club),Wally Lamb,1998,Regan Books,8.477272727272727,44,"['Historical', 'Family']"
0374527229,Ex Libris : Confessions of a Common Reader,Anne Fadiman,2000,"Farrar, Straus and Giroux",7.733333333333333,15,"['Non-Fiction', 'Biography']"
0312253435,The Cassandra Compact: A Covert-One Novel,Robert Ludlum,2001,St. Martin's Press,8.25,4,['Thriller']
0312989385,The Janson Directive,Robert Ludlum,2003,St. Martin's Paperbacks,8.0,5,"['Thriller', 'Adventure']"
0345409329,"Blood and Gold (Rice, Anne, Vampire Chronicles.)",Anne Rice,2002,Ballantine Books,5.875,8,"['Thriller', 'Mystery', 'Horror']"
0446519790,Unspeakable,Sandra Brown,1998,Replica Books,7.0,10,"['Thriller', 'Romance']"
0330253603,Wilt,Tom Sharpe,1978,Pan Books in association with Secker &amp; Warburg,8.0,8,"['Humor', 'Satire']"
044011585X,Crossings,DANIELLE STEEL,1987,Dell,6.615384615384615,13,"['Romance', 'Historical']"
0440200563,Fine Things,Danielle Steel,1988,Dell,7.266666666666667,15,"['Romance', 'Historical']"
0425080021,Dune,Frank Herbert,1984,Berkley Publishing Group,8.166666666666666,18,"['Sci-Fi', 'Adventure']"
042511984X,The Face of Fear,Dean R. Koontz,1996,Berkley Publishing Group,7.2,15,"['Thriller', 'Horror']"
0812508645,Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,1997,Tor Books,7.0,7,"['Sci-Fi', 'Historical', 'Adventure']"
0671743058,Boy's Life,Robert McCammon,1992,Pocket,8.157894736842104,19,"['Horror', 'Thriller', 'Adventure']"
0812580346,Flashforward,Robert J. Sawyer,2000,Tor Science Fiction,8.166666666666666,6,"['Sci-Fi', 'Thriller']"
0316235024,The Gift of Fear : Survival Signals That Protect Us from Violence,Gavin De Becker,1997,"Little, Brown",8.5,8,"['Non-Fiction', 'Self-Help', 'Crime']"
0060952970,Ophelia Speaks : Adolescent Girls Write About Their Search for Self,Sara Shandler,1999,Perennial,7.857142857142857,7,"['Non-Fiction', 'Biography', 'Self-Help', 'Young Adult']"
0743203631,Gap Creek: The Story Of A Marriage,Robert Morgan,2000,Touchstone,7.153846153846154,26,"['Historical', 'Fiction']"
0553278002,The Icarus Agenda,Robert Ludlum,1989,Bantam Books,6.875,8,"['Thriller', 'Mystery']"
080411109X,The Hundred Secret Senses,Amy Tan,1996,Ivy Books,7.86,50,"['Historical', 'Romance', 'Young Adult']"
0425081818,The Talisman,Stephen King,1985,Berkley Publishing Group,7.333333333333333,12,"['Fiction', 'Fantasy']"
0552999954,High Society,Ben Elton,2003,"Black Swan Books, Limited",7.111111111111111,9,"['Historical', 'Romance', 'Young Adult']"
0553213172,Anne of the Island,Lucy Maud Montgomery,1983,Bantam Classics,8.869565217391305,23,"['Young Adult', 'Romance']"
0397306938,A Little Princess,Frances Hodgson Burnett,1999,HarperCollins,9.25,8,"['Young Adult', 'Historical']"
0060931418,Their Eyes Were Watching God,Zora Neale Hurston,1998,Perennial,8.1875,16,"['Historical', 'Romance']"
0515136557,The Cat Who Brought Down the House,Lilian Jackson Braun,2004,Jove Books,6.75,12,['Mystery']
0449204324,Blue Highways a Journey Into America,William Least Heat-Moon,1983,Ballantine Books,7.8,10,"['Non-Fiction', 'Adventure']"
3257227264,Die HÃ?Â¤upter meiner Lieben.,Ingrid Noll,2000,Diogenes Verlag,6.5,8,['Romance']
3442429552,Die Puppenspieler,Tanja Kinkel,0,Goldmann Verlag,7.666666666666667,6,['Thriller']
3442447038,Wellenbrecher.,Minette Walters,2000,Goldmann,8.5,2,"['Mystery', 'Thriller']"
3423201509,Die Weiss Lowin / Contemporary German Lit,Henning Mankell,2002,Distribooks,8.076923076923077,13,['Mystery']
0020198906,Joshua,Joseph F Girzone,1987,Macmillan,7.3,10,['Historical']
0140089225,The Bone People,Keri Hulme,1986,Penguin Books,8.181818181818182,11,"['Fantasy', 'Mystery']"
0385425473,Wild Swans: Three Daughters of China,JUNG CHANG,1992,Anchor,8.545454545454545,11,"['Biography', 'Historical', 'Non-Fiction']"
0743448642,Whispers and Lies,Joy Fielding,2003,Pocket Books,7.375,8,['Thriller']
0821769367,The Night Before,Lisa Jackson,2003,Zebra Books,7.333333333333333,12,['Thriller']
0440221919,The Blood Countess: A Novel,Andrei Codrescu,1996,Dell,7.0,8,"['Horror', 'Historical']"
0316287555,Day of Confession,Allan Folsom,1998,"Little, Brown",6.909090909090909,11,['Thriller']
0515132136,The Jury,Steve Martini,2002,Jove Books,7.25,12,['Thriller']
0805059555,"\O\"" Is for Outlaw""",Sue Grafton,1999,Henry Holt &amp; Company,7.653846153846154,26,"['Mystery', 'Thriller']"
0805036504,N Is for Noose (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,1998,Henry Holt &amp; Company,7.684210526315789,19,['Mystery']
0679434046,In the Kitchen With Rosie: Oprah's Favorite Recipes,Rosie Daley,1994,Alfred A. Knopf,7.0,13,['Mystery']
0553278215,Pearl,John Steinbeck,1983,Bantam Doubleday Dell,7.333333333333333,6,['Non-Fiction']
0743428625,Celeste (Gemini),V.C. Andrews,2004,Pocket Star,7.6,5,['Historical']
0425177351,Bio-Strike (Tom Clancy's Power Plays (Paperback)),Jerome Preisler,2000,Berkley Publishing Group,7.142857142857143,7,"['Sci-Fi', 'Thriller']"
0312974256,Welcome to Temptation,Jennifer Crusie,2001,St. Martin's Paperbacks,7.68,25,['Romance']
0679425268,Sole Survivor,DEAN KOONTZ,1997,Knopf,7.714285714285714,7,"['Horror', 'Thriller']"
0446608815,Pop Goes the Weasel,James Patterson,2000,Warner Vision,7.361702127659575,47,['Thriller']
0515128546,Tears of the Moon (Irish Trilogy),Nora Roberts,2000,Jove Books,7.888888888888889,45,"['Romance', 'Fantasy']"
0440984696,Tiger Eyes,Judy Blume,1982,Laure Leaf,8.6,10,['Young Adult']
0515114006,Private Scandals,Nora Roberts,1994,Jove Books,7.769230769230769,13,['Romance']
0375401601,Vittorio the Vampire: New Tales of the Vampires,Anne Rice,1999,Alfred A. Knopf,7.230769230769231,13,"['Horror', 'Fantasy']"
0399149392,Chesapeake Blue (Quinn Brothers (Hardcover)),Nora Roberts,2002,Putnam Publishing Group,8.3125,16,['Romance']
0385413041,Beach Music,PAT CONROY,1995,Nan A. Talese,7.923076923076923,13,"['Historical', 'Biography']"
0451523385,Wuthering Heights (Signet Classic),Emily Bronte,1993,Signet Book,7.8,10,"['Classics', 'Romance']"
0140440224,"The Canterbury Tales, in Modern English",Geoffrey Chaucer,2000,Penguin USA (Paper),7.8,10,"['Historical', 'Non-Fiction']"
0316769495,Franny and Zooey,J.D. Salinger,1991,"Little, Brown",7.5,14,['Young Adult']
0670880728,Bridget Jones's Diary,Helen Fielding,1998,Viking Books,7.864864864864865,37,['Romance']
0385472943,The Runaway Jury,JOHN GRISHAM,1996,Doubleday,8.047619047619047,21,"['Thriller', 'Mystery']"
0142003727,Revenge of the Middle-Aged Woman,Elizabeth Buchan,2003,Penguin USA (Paper),8.05,20,['Romance']
2264002190,Les amants maudits (10/18),Katia Granoff,1979,Union gÃ©nÃ©rale d'Ã©ditions,7.1,10,['Romance']
0553801341,From the Corner of His Eye,Dean R. Koontz,2000,Bantam Books,9.0,9,"['Horror', 'Thriller']"
0671039725,Carrie,Stephen King,2002,Pocket,8.5,20,['Horror']
0345422317,The Genesis Code,John Case,1998,Ballantine Books,7.428571428571429,14,"['Thriller', 'Sci-Fi']"
0451142934,Skeleton Crew,Stephen King,1986,New Amer Library,8.142857142857142,35,"['Horror', 'Fantasy']"
0786862564,Make the Connection: Ten Steps to a Better Body and a Better Life,Bob Greene,1996,Hyperion Press,7.095238095238095,21,['Non-Fiction']
0451408462,Drop Dead Gorgeous,Heather Graham,1998,Onyx Books,7.5,8,['Romance']
0440173922,The Ring,Danielle Steel,1983,Dell,7.222222222222222,9,['Romance']
0061031992,A Theory of Relativity,Jacquelyn Mitchard,2002,HarperTorch,7.333333333333333,9,"['Historical', 'Young Adult']"
1551668084,Storm Warning,Dinah Mccall,2001,Mira,6.818181818181818,11,['Romance']
051513306X,The Shape of Snakes,Minette Walters,2002,Jove Books,7.3076923076923075,13,['Mystery']
0060531231,When He Was Wicked (Bridgerton Family Series),Julia Quinn,2004,Avon,8.6,10,['Romance']
0425104346,Darkfall,Dean R. Koontz,1996,Berkley Publishing Group,8.133333333333333,15,"['Horror', 'Thriller']"
0440237556,The Dark Highlander,Karen Marie Moning,2002,Dell Publishing Company,8.583333333333334,12,"['Fantasy', 'Romance']"
0515134511,The Killing Dance (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1997,Jove Books,9.0,9,"['Fantasy', 'Horror']"
0446520802,The Notebook,Nicholas Sparks,1996,Warner Books,8.085714285714285,35,['Romance']
0425168468,Practical Magic,Alice Hoffman,1998,Berkley Publishing Group,7.444444444444445,9,['Fantasy']
0515130966,Riptide,Catherine Coulter,2001,Jove Books,7.052631578947368,19,"['Thriller', 'Mystery']"
0375757147,Shrub : The Short but Happy Political Life of George W. Bush,Molly Ivins,2000,Vintage Books USA,8.571428571428571,7,"['Non-Fiction', 'Biography']"
0684195976,BODY FARM,Patricia Cornwell,1994,Scribner,7.923076923076923,13,"['Thriller', 'Mystery']"
0425092917,The Accidental Tourist,Anne Tyler,1994,Berkley Publishing Group,7.75,20,"['Historical', 'Romance']"
0449911519,Secret History : A Novel,DONNA TARTT,1996,Ballantine Books,8.464285714285714,28,['Mystery']
0440236754,Sunset in St. Tropez,Danielle Steel,2003,Dell Publishing Company,5.625,8,"['Fantasy', 'Adventure']"
0451173317,"The Waste Lands (The Dark Tower, Book 3)",Stephen King,1997,Signet Book,8.375,24,"['Fantasy', 'Adventure']"
0451160525,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1994,New American Library,8.333333333333334,45,"['Fantasy', 'Adventure']"
0020199600,GREAT GATSBY (REISSUE),F. Scott Fitzgerald,1988,Scribner Paper Fiction,8.0625,16,"['Historical', 'Romance']"
0743211227,"The Prize Winner of Defiance, Ohio : How My Mother Raised 10 Kids on 25 Words or Less",Terry Ryan,2001,Simon &amp; Schuster,8.0,5,"['Biography', 'Non-Fiction']"
0553560441,The Road to Omaha,Robert Ludlum,1993,Bantam Books,6.333333333333333,9,"['Thriller', 'Adventure']"
0449217264,Alaska,James A. Michener,1994,Fawcett Books,7.6923076923076925,13,"['Historical', 'Adventure']"
0345298349,Gorky Park,Martin Cruz Smith,1993,Ballantine Books,7.333333333333333,15,"['Mystery', 'Thriller']"
0345372050,You Just Don't Understand,DEBORAH TANNEN,1991,Ballantine Books,7.875,8,['Non-Fiction']
0140276904,Jemima J,Jane Green,0,Penguin Putnam~trade,6.578947368421052,19,"['Romance', 'Young Adult']"
3404148665,Illuminati.,Dan Brown,2003,LÃ?Â¼bbe,8.285714285714286,14,"['Thriller', 'Mystery']"
1551666650,Hurricane Bay,Heather Graham,2003,Mira Books,7.8,5,"['Horror', 'Romance']"
1558745157,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997,Health Communications,8.177777777777777,45,"['Biography', 'Non-Fiction']"
0553230212,Parsifal Mosaic,Robert Ludlum,1983,Bantam Doubleday Dell,7.3,10,"['Thriller', 'Adventure']"
0440118700,Cry for the Strangers,John Saul,1986,Dell,7.5,8,['Horror']
0553800949,Final Target,Iris Johansen,2001,Bantam Books,8.545454545454545,11,"['Thriller', 'Adventure']"
0349105715,Complicity,Iain Banks,0,Firebird Distributing,8.1,10,"['Thriller', 'Mystery']"
006050918X,City of the Beasts,Isabel Allende,2002,HarperCollins,6.777777777777778,9,"['Fantasy', 'Adventure']"
0140124381,Better Than Life,Doug Naylor,2004,Penguin Books Ltd,7.2,10,"['Sci-Fi', 'Comedy']"
0140441654,Utopia (Penguin Classics),Thomas More,1965,Penguin Books,7.333333333333333,9,"['Non-Fiction', 'Historical']"
0312955006,The Concrete Blonde (A Harry Bosch Novel),Michael Connelly,1995,St. Martin's Paperbacks,8.25,16,"['Mystery', 'Thriller']"
0440236169,Birdman,Mo Hayder,2000,Dell Publishing Company,7.882352941176471,17,"['Horror', 'Thriller']"
0679723110,Grendel,John Champlin Gardner,1989,Vintage Books USA,7.95,20,"['Fantasy', 'Horror']"
037325024X,Out of the Blue (Red Dress Ink (Paperback)),Isabel Wolff,2003,Red Dress Ink,7.583333333333333,12,['Romance']
0061044431,The Salaryman's Wife (Children of Violence Series),Sujata Massey,2000,HarperTorch,7.928571428571429,14,"['Mystery', 'Romance']"
0441003389,Freedom's Landing,Anne McCaffrey,1996,Ace Books,7.444444444444445,9,"['Sci-Fi', 'Adventure']"
0061057894,Acorna: The Unicorn Girl (Acorna (Paperback)),Anne McCaffrey,1998,Eos,7.384615384615385,13,"['Sci-Fi', 'Fantasy']"
078670621X,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,1999,Carroll &amp; Graf Publishers,8.222222222222221,9,"['Non-Fiction', 'Adventure']"
0393315606,Morality Play,Barry Unsworth,1996,W. W. Norton &amp; Company,6.571428571428571,7,"['Historical', 'Mystery']"
0060936231,Soul Mountain,Gao Xingjian,2001,Perennial,7.117647058823529,17,"['Biography', 'Non-Fiction']"
0140178139,Leviathan (Contemporary American Fiction),Paul Auster,1993,Penguin Books,8.166666666666666,6,"['Mystery', 'Thriller']"
1400060117,A Round-Heeled Woman : My Late-Life Adventures in Sex and Romance,JANE JUSKA,2003,Villard,7.8,10,"['Biography', 'Romance']"
0449908798,Duplicate Keys,Jane Smiley,1993,Ballantine Books,6.647058823529412,17,"['Mystery', 'Thriller']"
0399146113,It's Not About the Bike: My Journey Back to Life,Lance Armstrong,2000,Penguin Putnam,8.5,8,"['Biography', 'Non-Fiction']"
0446675059,The Honk and Holler Opening Soon,Billie Letts,1999,Warner Books,8.216216216216216,37,"['Historical', 'Fiction']"
0375411550,The Bluest Eye,Toni Morrison,2000,Knopf,7.470588235294118,17,"['Historical', 'Fiction']"
0679774025,All over but the Shoutin',Rick Bragg,1998,Vintage Books USA,8.7,10,"['Biography', 'Non-Fiction']"
0452284937,Girl With a Pearl Earring,Tracy Chevalier,2003,Plume Books,7.923076923076923,13,"['Historical', 'Fiction']"
1573222267,Blue Shoe,Anne Lamott,2002,Riverhead Books,7.818181818181818,11,"['Fiction', 'Non-Fiction']"
0316781010,Fortune's Rocks: A Novel,Anita Shreve,1999,Back Bay Books,8.0,25,"['Romance', 'Historical']"
0345460359,Drowning Ruth,CHRISTINA SCHWARZ,2003,Ballantine Books,7.363636363636363,11,"['Fiction', 'Young Adult']"
0064400018,Little House in the Big Woods,Laura Ingalls Wilder,1953,HarperTrophy,9.0,20,"['Historical', 'Biography']"
1561797111,Gianna: Aborted... and Lived to Tell About It (Living Books),Jessica Shaver,1999,Bethany House Publishers,8.875,8,"['Non-Fiction', 'Biography']"
0380698714,Sideways Stories from Wayside School (Wayside School),Louis Sachar,1985,HarperTrophy,8.642857142857142,14,['Young Adult']
0385314280,When Elephants Weep: The Emotional Lives of Animals,Jeffrey Moussaieff Masson,1996,Delta,8.333333333333334,6,['Non-Fiction']
0345285859,Shibumi,Trevanian,1980,Not Avail,7.777777777777778,9,"['Thriller', 'Adventure']"
0804102988,Sarum: The Novel of England,Edward Rutherford,1992,Ivy Books,7.9375,16,['Historical']
0425154882,Carriers,Patrick Lynch,1996,Berkley Publishing Group,7.375,8,"['Horror', 'Thriller']"
0345404769,Silent Witness,RICHARD NORTH PATTERSON,1997,Ballantine Books,7.25,12,"['Mystery', 'Thriller']"
0425158594,Demon Seed,Dean R. Koontz,1997,Berkley Publishing Group,6.473684210526316,19,"['Sci-Fi', 'Horror']"
0099282194,Human Stain,Philip Roth,2001,Random House Uk Ltd,7.857142857142857,7,"['Historical', 'Mystery']"
0448095017,"The Secret of the Old Clock (Nancy Drew Mystery Stories, No 1)",Carolyn Keene,1930,Grosset &amp; Dunlap,7.588235294117647,17,"['Mystery', 'Young Adult']"
1558745017,Chicken Soup for the Christian Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997,Health Communications,8.421052631578947,19,['Non-Fiction']
0671501283,Scuse Me While I Kiss This Guy,Gavin Edwards,1995,Fireside,7.25,4,['Non-Fiction']
0440221099,Talk Before Sleep: A Novel,Elizabeth Berg,1995,Island,7.733333333333333,15,['Romance']
0385319207,One True Thing,Anna Quindlen,1997,Delta Trade Paperbacks,8.333333333333334,18,"['Romance', 'Mystery']"
157322930X,High Maintenance,Jennifer Belle,2002,Riverhead Books,6.538461538461538,13,['Romance']
0425163407,Unnatural Exposure,Patricia Daniels Cornwell,1998,Berkley Publishing Group,7.833333333333333,54,"['Mystery', 'Thriller']"
0671873199,All That Glitters (Landry),V.C. Andrews,1995,Pocket,7.071428571428571,14,['Romance']
0515099546,The Cat Who Sniffed Glue,Lilian Jackson Braun,1996,Jove Books,7.111111111111111,9,['Mystery']
0812542835,Reliquary,Douglas Preston,1998,Tor Books,7.444444444444445,9,"['Mystery', 'Adventure']"
0553575937,Jane and the Unpleasantness at Scargrave Manor: Being the First Jane Austen Mystery (Jane Austen Mysteries (Paperback)),Stephanie Barron,1997,Bantam Books,6.2,5,"['Mystery', 'Historical']"
